in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],totalPredicted
G4500830,2018-07-11T13:00:00Z,37.8,40.93,2.6,20,910.5,677.5,253,519.6957841748774
G4500830,2018-07-11T14:00:00Z,37.8,41.59,2.35,90,883,648,260,520.9043544298579
G4500830,2018-07-11T15:00:00Z,38.9,39.72,2.1,40,814.5,636.5,242,540.2559271811227
G4500830,2018-07-11T16:00:00Z,38.9,39.72,2.1,90,684.5,577,225.5,551.8425394675587
G4500830,2018-07-11T17:00:00Z,37.5,44.77,2.1,155,497.5,467,195.5,551.2528057405124
G4500830,2018-07-11T18:00:00Z,37.2,51.99,3.6,220,333.5,387,144,566.538988761469
G4500830,2018-07-11T19:00:00Z,35,58.94,2.1,290,184,344,87.5,547.5190869881868
G4500830,2018-07-11T20:00:00Z,34.15,64.24,1.8,295,46.5,154,29.5,565.9183847349882
G4500830,2018-07-11T21:00:00Z,32.2,76.92,0,211.54,0,0,0,549.1530006051145
G4500830,2018-07-11T22:00:00Z,32.2,74.16,1.5,20,0,0,0,555.387754438529
G4500830,2018-07-11T23:00:00Z,31.95,75.27,1.5,185,0,0,0,552.0395733976875
G4500830,2018-07-12T00:00:00Z,30,84.47,0,166.92,0,0,0,516.0517253748336
G4500830,2018-07-12T01:00:00Z,29.4,84.92,0,57.69,0,0,0,508.14710741299706
G4500830,2018-07-12T02:00:00Z,29.4,84.92,0.75,10,0,0,0,510.1693383725442
G4500830,2018-07-12T03:00:00Z,29.4,84.92,1.5,20,0,0,0,512.4105128161782
G4500830,2018-07-12T04:00:00Z,29.4,84.92,1.5,30,0,0,0,512.4506257232032
G4500830,2018-07-12T05:00:00Z,28.85,86.19,1.8,25,0,0,0,505.6518023287182
G4500830,2018-07-12T06:00:00Z,28.9,84.35,0,46.15,3,6.5,3,501.3998513179689
G4500830,2018-07-12T07:00:00Z,30.6,76.2,3.6,30,74.5,132,52.5,514.9797782490173
G4500830,2018-07-12T08:00:00Z,30.85,76.48,4.1,30,244.5,371.5,110,479.0934207051548
G4500830,2018-07-12T09:00:00Z,32.2,71.93,5.7,50,465,625.5,128.5,469.27993145417463
G4500830,2018-07-12T10:00:00Z,33.3,69.55,5.1,50,646,708,147.5,467.63956838416823
G4500830,2018-07-12T11:00:00Z,33.85,68.61,4.35,45,794.5,753.5,164,462.74479560310374
G4500830,2018-07-12T12:00:00Z,35,63.04,3.6,60,764,482,318,480.4641798044973
G4500830,2018-07-12T13:00:00Z,36.7,59.33,1.5,77.69,945,788,180.5,487.8967638664081
G4500830,2018-07-12T14:00:00Z,36.95,57.47,1.8,340,908,713,223,495.1005408031797
G4500830,2018-07-12T15:00:00Z,37.2,55.61,1.5,84.17,850.5,724.5,197,502.3219800226197
G4500830,2018-07-12T16:00:00Z,37.2,55.61,2.6,30,485.5,236,292.5,546.0995926308944
G4500830,2018-07-12T17:00:00Z,36.65,57.4,2.05,25,493.5,461.5,198.5,529.023854469043
G4500830,2018-07-12T18:00:00Z,35,67.39,2.1,60,262.5,179.5,175.5,539.4576644287235
G4500830,2018-07-12T19:00:00Z,30.73,87.55,4.1,183.33,113,101.5,86,504.58094075064173
G4500830,2018-07-12T20:00:00Z,29.18,83.26,5.28,130,43.5,111.5,31,503.8546656871095
G4500830,2018-07-12T21:00:00Z,28.76,93.54,4.84,94,0,0,0,506.99813540111353
G4500830,2018-07-12T22:00:00Z,28.9,93.57,5.1,30,0,0,0,509.1435377482989
G4500830,2018-07-12T23:00:00Z,28.6,93.56,2.55,30,0,0,0,498.13372283516105
G4500830,2018-07-13T00:00:00Z,28.3,93.54,1.8,10,0,0,0,492.33981809657416
G4500830,2018-07-13T01:00:00Z,28.3,93.54,1.8,10,0,0,0,492.3419792816221
G4500830,2018-07-13T02:00:00Z,28.3,95.28,1.05,10,0,0,0,488.5308069979056
G4500830,2018-07-13T03:00:00Z,28.2,93.54,0.7,360,0,0,0,489.26717739910964
G4500830,2018-07-13T04:00:00Z,28.3,93.54,1.4,20,0,0,0,491.2125150725517
G4500830,2018-07-13T05:00:00Z,28.3,93.54,1.27,16.67,0,0,0,490.82052100116897
G4500830,2018-07-13T06:00:00Z,28.9,93.57,2.1,360,0.5,1,0.5,501.3939724017074
G4500830,2018-07-13T07:00:00Z,28.9,93.57,3.1,30,7.5,0,7.5,501.7565405311671
G4500830,2018-07-13T08:00:00Z,28.9,93.57,2.23,40,38,0,38,492.9931568858616
G4500830,2018-07-13T09:00:00Z,28.9,96.45,2.6,30,143.5,38,121.5,469.73108212420306
G4500830,2018-07-13T10:00:00Z,31.1,84.59,3.6,50,409.5,136,315,458.15153073588186
G4500830,2018-07-13T11:00:00Z,31.1,83.33,3.27,50,475,114.5,380.5,447.3499025558539
G4500830,2018-07-13T12:00:00Z,32.2,79.28,3.6,90,542.5,118,432.5,453.9664445635094
G4500830,2018-07-13T13:00:00Z,32.7,74.26,3.98,93.33,591.5,156,440,459.34868681776004
G4500830,2018-07-13T14:00:00Z,32.8,74.26,4.35,95,684,234.5,458.5,448.1373995109042
G4500830,2018-07-13T15:00:00Z,33.9,67.17,4.1,90,595.5,252.5,371,482.8445123564435
G4500830,2018-07-13T16:00:00Z,33.9,65.15,4.6,110,601.5,331.5,340,483.29359523746535
G4500830,2018-07-13T17:00:00Z,33.9,66.16,4.1,100,495,385.5,247.5,493.8948716100382
G4500830,2018-07-13T18:00:00Z,33.3,69.55,2.6,120,321,298,180.5,504.1739521724439
G4500830,2018-07-13T19:00:00Z,31.7,79.21,2.6,150,114,60.5,94.5,522.2300825438789
G4500830,2018-07-13T20:00:00Z,30.85,83.41,1.3,150,21.5,13.5,20.5,525.1712067538097
G4500830,2018-07-13T21:00:00Z,29.4,90.81,1.5,130,0,0,0,507.4611183802868
G4500830,2018-07-13T22:00:00Z,28.9,90.22,0,144.62,0,0,0,497.76727714374357
G4500830,2018-07-13T23:00:00Z,28.6,91.88,0.75,260,0,0,0,495.3326095422148
G4500830,2018-07-14T00:00:00Z,28.3,93.54,0,71.54,0,0,0,487.3426937469106
G4500830,2018-07-14T01:00:00Z,27.8,96.42,0,55.38,0,0,0,478.71888224967233
G4500830,2018-07-14T02:00:00Z,28.05,94.98,0.75,350,0,0,0,486.3225599540092
G4500830,2018-07-14T03:00:00Z,28.9,93.57,0,76.15,0,0,0,494.414140862673
G4500830,2018-07-14T04:00:00Z,28.9,90.22,1.5,50,0,0,0,501.8232681338995
G4500830,2018-07-14T05:00:00Z,28.6,90.48,0.75,50,0,0,0,495.8458207812194
G4500830,2018-07-14T06:00:00Z,28.3,93.54,1.5,20,1.5,2,1.5,491.0296863803251
G4500830,2018-07-14T07:00:00Z,28.3,97.02,1.5,30,22.5,0,22.5,483.76689844324085
G4500830,2018-07-14T08:00:00Z,28.85,93.91,1.5,55,118.5,30,108,472.2117088016893
G4500830,2018-07-14T09:00:00Z,31.1,82.07,2.6,30,225,60,191,492.19225013674793
G4500830,2018-07-14T10:00:00Z,31.7,74.08,2.6,77.69,381,104,308,477.47304348376196
G4500830,2018-07-14T11:00:00Z,31.58,72.74,1.86,46.67,293.5,40,261,492.31702104798046
G4500830,2018-07-14T12:00:00Z,31.35,71.4,0.75,170,202.5,8.5,195,505.41966453321896
G4500830,2018-07-14T13:00:00Z,32.8,66.94,0,284.71,314,20.5,294,503.10390595059266
G4500830,2018-07-14T14:00:00Z,33.05,65,0,289.23,475,64,413.5,478.00269577881045
G4500830,2018-07-14T15:00:00Z,34.4,65.25,2.1,70,619.5,265,383,480.62087616752825
G4500830,2018-07-14T16:00:00Z,35.6,49.69,2.6,170,711.5,644,197.5,503.1760187392216
G4500830,2018-07-14T17:00:00Z,35,51.46,2.35,165,463,339,243.5,522.0280232743477
G4500830,2018-07-14T18:00:00Z,33.9,60.89,2.1,140,390.5,572,120.5,497.88808601315026
G4500830,2018-07-14T19:00:00Z,32.2,71.93,2.6,160,202,417.5,83.5,495.88627852719253
G4500830,2018-07-14T20:00:00Z,31.1,79.77,2.35,160,45,132.5,30.5,519.0637730141391
G4500830,2018-07-14T21:00:00Z,30,78.97,0,43.85,0,0,0,520.8300371552785
G4500830,2018-07-14T22:00:00Z,29.4,87.55,0,23.08,0,0,0,505.72793851201595
G4500830,2018-07-14T23:00:00Z,29.15,88.89,0,243.85,0,0,0,502.37829781981645
G4500830,2018-07-15T00:00:00Z,28.3,90.73,0,24.62,0,0,0,489.82021921966736
G4500830,2018-07-15T01:00:00Z,27.2,96.99,0,0,0,0,0,470.9571503990502
G4500830,2018-07-15T02:00:00Z,27.5,95.26,0,53.08,0,0,0,476.30139813022487
G4500830,2018-07-15T03:00:00Z,26.7,96.39,1.5,40,0,0,0,470.1753038950129
G4500830,2018-07-15T04:00:00Z,26.7,96.39,0,59.23,0,0,0,465.8483231682055
G4500830,2018-07-15T05:00:00Z,26.7,96.39,0,77.69,0,0,0,465.92054323202353
G4500830,2018-07-15T06:00:00Z,26.7,100,0,56.92,2,1.5,2,461.9201960605485
G4500830,2018-07-15T07:00:00Z,28.3,93.54,1.5,30,39.5,1.5,39.5,483.3907281782038
G4500830,2018-07-15T08:00:00Z,29.02,90.58,0.38,30,146.5,79,116,466.5855330619975
G4500830,2018-07-15T09:00:00Z,31.27,81.65,3.77,213.33,382.5,336.5,203,463.4998484308102
G4500830,2018-07-15T10:00:00Z,32.75,74.35,3.85,220,507,293.5,300,472.6214164806153
G4500830,2018-07-15T11:00:00Z,33.3,73.24,3.6,225,580,234.5,383,469.1706983672471
G4500830,2018-07-15T12:00:00Z,33.9,65.15,3.6,220,617.5,213,422,478.17041523000717
G4500830,2018-07-15T13:00:00Z,35.6,56.94,3.6,220,584,194,396,513.3800736009796
G4500830,2018-07-15T14:00:00Z,35.6,56.08,3.35,220,742,338,418,491.15198222927796
G4500830,2018-07-15T15:00:00Z,36.1,51.71,5.1,200,734.5,463,316,511.89666737534276
G4500830,2018-07-15T16:00:00Z,36.1,51.71,3.6,220,707.5,617,216,509.8854844810569
G4500830,2018-07-15T17:00:00Z,35.85,52.46,3.85,215,566,614.5,168.5,518.0651425168475
G4500830,2018-07-15T18:00:00Z,35,57.15,3.1,190,373,486.5,143,522.9775789757973
G4500830,2018-07-15T19:00:00Z,33.3,65.02,3.1,220,175.5,291,93.5,529.6192723625536
G4500830,2018-07-15T20:00:00Z,32.75,67.18,2.6,215,38,90.5,27.5,556.5692185734787
G4500830,2018-07-15T21:00:00Z,31.1,73.98,3.6,220,0,0,0,549.7105402290764
G4500830,2018-07-15T22:00:00Z,30.6,79.06,2.6,220,0,0,0,536.1748052572692
G4500830,2018-07-15T23:00:00Z,30,81.99,2.6,210,0,0,0,526.3488314327594
G4500830,2018-07-16T00:00:00Z,30,81.93,0,214.62,0,0,0,518.7937752369844
G4500830,2018-07-16T01:00:00Z,28.9,87.51,2.1,210,0,0,0,506.79966544665723
G4500830,2018-07-16T02:00:00Z,28.6,89.12,1.05,210,0,0,0,498.6908928423164
G4500830,2018-07-16T03:00:00Z,28.9,87.51,1.5,220,0,0,0,505.08109030944337
G4500830,2018-07-16T04:00:00Z,28.3,93.54,0,0,0,0,0,487.18356875037557
G4500830,2018-07-16T05:00:00Z,28.3,93.54,1.05,180,0,0,0,490.9503470822669
G4500830,2018-07-16T06:00:00Z,28.3,93.54,2.1,240,1.5,2,1.5,493.72921037541124
G4500830,2018-07-16T07:00:00Z,29.4,90.81,2.1,200,62,79.5,49,490.47287930044985
G4500830,2018-07-16T08:00:00Z,30.25,87.7,2.6,205,174,126.5,130,482.61778643443256
G4500830,2018-07-16T09:00:00Z,31.7,81.65,2.1,230,324.5,207.5,217,476.26997890940964
G4500830,2018-07-16T10:00:00Z,32.4,76.55,2.6,236.67,405.5,137.5,310.5,479.6079248104512
G4500830,2018-07-16T11:00:00Z,32.7,75.41,2.72,230,568.5,215.5,389,458.68491372543235
G4500830,2018-07-16T12:00:00Z,33.9,67.17,4.6,180,543.5,115,437.5,488.0254129984644
G4500830,2018-07-16T13:00:00Z,34.4,65.25,4.1,210,535.5,86,452.5,494.8060692452232
G4500830,2018-07-16T14:00:00Z,32.06,76.48,2.36,243.33,448.5,81,371.5,469.0605076613693
G4500830,2018-07-16T15:00:00Z,34.4,77.25,2.1,310,335,48,291,516.0263249166264
G4500830,2018-07-16T16:00:00Z,32.230000000000004,93.09,5.13,83.33,584.5,307,343,441.69630563082654
G4500830,2018-07-16T17:00:00Z,29.21,96.55,3.47,170,186.5,91.5,123.5,469.6444523528547
G4500830,2018-07-16T18:00:00Z,28.6,96.45,0.75,110,107.5,59.5,81.5,466.97363377199184
G4500830,2018-07-16T19:00:00Z,27.8,100,1.5,250,79.5,77,54.5,460.5600464297923
G4500830,2018-07-16T20:00:00Z,27.8,100,1.5,285,4,0,4,480.0003420828612
G4500830,2018-07-16T21:00:00Z,27.8,100,0,52.31,0,0,0,475.53698848352525
G4500830,2018-07-16T22:00:00Z,27.5,100,0.75,270,0,0,0,475.02874943654496
G4500830,2018-07-16T23:00:00Z,27.7,100,1.27,276.67,0,0,0,478.9407156217742
G4500830,2018-07-17T00:00:00Z,27.86,100,1.33,272,0,0,0,480.9879757712463
G4500830,2018-07-17T01:00:00Z,27.8,100,1.8,185,0,0,0,481.33176231049464
G4500830,2018-07-17T02:00:00Z,27.47,100,2.68,175,0,0,0,479.9871545583899
G4500830,2018-07-17T03:00:00Z,27.15,100,2.08,155,0,0,0,474.3790880788782
G4500830,2018-07-17T04:00:00Z,27.2,100,0.9,165,0,0,0,471.5458029690323
G4500830,2018-07-17T05:00:00Z,27.17,100,2.33,203.33,0,0,0,475.5363604871172
G4500830,2018-07-17T06:00:00Z,27.13,100,1.9,226.67,2.5,9.5,2.5,472.3119125001699
G4500830,2018-07-17T07:00:00Z,27.8,100,2.1,243.33,69.5,172,45.5,453.4850026507537
G4500830,2018-07-17T08:00:00Z,28.33,98.22,2.48,250,95,17,89,471.26689711652807
G4500830,2018-07-17T09:00:00Z,30,87.13,3.85,245,281.5,126.5,214.5,466.48909146032213
G4500830,2018-07-17T10:00:00Z,32.1,79.28,3.35,230,527.5,370,271,455.82121426308754
G4500830,2018-07-17T11:00:00Z,32.83,75.71,3.27,246.67,663,379,346,450.4837915082819
G4500830,2018-07-17T12:00:00Z,33.3,72.13,2.1,200,737,343,420.5,444.52530632141406
G4500830,2018-07-17T13:00:00Z,35,65.38,3.1,180,899.5,672,249,467.92843067794877
G4500830,2018-07-17T14:00:00Z,35.85,61.3,3.35,195,953,857,132,483.7015565539395
G4500830,2018-07-17T15:00:00Z,36.7,57.21,4.6,210,869.5,799,150.5,505.16217379731387
G4500830,2018-07-17T16:00:00Z,34.3,67.46,1.73,350,421.5,159,291.5,509.4451270298618
G4500830,2018-07-17T17:00:00Z,29.7,83.73,3.48,250,77,2,75.5,508.3096107352223
G4500830,2018-07-17T18:00:00Z,27.8,93.52,3.9,260,21,0,21,489.5169744668288
G4500830,2018-07-17T19:00:00Z,27.9,96.42,3.7,222,25.5,0,25.5,486.3578901421648
G4500830,2018-07-17T20:00:00Z,27.8,98.21,3.6,220,7.5,0,7.5,486.9098546749587
G4500830,2018-07-17T21:00:00Z,27.2,100,2.1,250,0,0,0,475.42683121022753
G4500830,2018-07-17T22:00:00Z,27.2,100,2.6,240,0,0,0,476.85841503103734
G4500830,2018-07-17T23:00:00Z,27.2,98.5,1.3,240,0,0,0,474.43529248264906
G4500830,2018-07-18T00:00:00Z,26.7,100,1.5,250,0,0,0,467.7764108621501
G4500830,2018-07-18T01:00:00Z,27.2,100,0,170.77,0,0,0,468.9718121546884
G4500830,2018-07-18T02:00:00Z,26.95,100,0,40,0,0,0,465.52965133447213
G4500830,2018-07-18T03:00:00Z,26.7,100,1.5,310,0,0,0,468.01060474915744
G4500830,2018-07-18T04:00:00Z,28.99,86.68,0,353.08,0,0,0,503.1202889044536
G4500830,2018-07-18T05:00:00Z,28.64,85.28,0,224.62,0,0,0,499.80491428746757
G4500830,2018-07-18T06:00:00Z,26.1,100,0,111.54,1.5,3,1.5,455.14146323063255
G4500830,2018-07-18T07:00:00Z,28.3,97.02,0,142.31,55,73,43.5,467.34532243270104
G4500830,2018-07-18T08:00:00Z,29.45,89.26,1.05,40,167.5,163,113,465.92109261294706
G4500830,2018-07-18T09:00:00Z,30.6,84.53,2.1,20,196.5,33.5,179,488.35206929395576
G4500830,2018-07-18T10:00:00Z,32.8,71.6,3.1,30,395,144,292,492.66492633534665
G4500830,2018-07-18T11:00:00Z,33.6,66.31,3.35,40,693.5,440.5,325.5,464.46345466253274
G4500830,2018-07-18T12:00:00Z,34.4,59.16,3.1,90,817,522.5,334.5,467.5787503740979
G4500830,2018-07-18T13:00:00Z,33.9,58.68,2.1,60,721.5,316.5,416,467.6183512688188
G4500830,2018-07-18T14:00:00Z,34.75,56.95,2.6,100,786.5,387.5,416,472.12081973082314
G4500830,2018-07-18T15:00:00Z,35.6,55.22,2.6,140,748.5,446,346.5,491.193808088126
G4500830,2018-07-18T16:00:00Z,35.6,56.94,1.5,168.46,529.5,287.5,297,516.4315276380842
G4500830,2018-07-18T17:00:00Z,35.6,56.08,1.5,80,522.5,528.5,182.5,511.9869301249055
G4500830,2018-07-18T18:00:00Z,34.4,57,3.6,140,394,612.5,106.5,510.105804815915
G4500830,2018-07-18T19:00:00Z,31.7,76.37,2.1,140,187.5,390,79.5,488.5770327166457
G4500830,2018-07-18T20:00:00Z,31.15,76.29,1.8,145,40.5,136.5,26.5,521.7896548475428
G4500830,2018-07-18T21:00:00Z,30,84.47,0,107.69,0,0,0,516.1835328584644
G4500830,2018-07-18T22:00:00Z,30.6,79.06,0,260,0,0,0,528.8518708083827
G4500830,2018-07-18T23:00:00Z,30.3,81.76,0.75,340,0,0,0,525.3192732274626
G4500830,2018-07-19T00:00:00Z,30.6,73.89,1.5,10,0,0,0,537.1000093455077
G4500830,2018-07-19T01:00:00Z,29.4,81.86,1.5,340,0,0,0,516.8190994146403
G4500830,2018-07-19T02:00:00Z,29.4,79.17,2.3,180,0,0,0,521.0543673638244
G4500830,2018-07-19T03:00:00Z,28.9,81.79,3.1,40,0,0,0,514.5492749107613
G4500830,2018-07-19T04:00:00Z,27.8,81.15,2.6,30,0,0,0,500.66780929469013
G4500830,2018-07-19T05:00:00Z,27.92,81.15,2.6,23.33,0,0,0,502.05970980292346
G4500830,2018-07-19T06:00:00Z,27.8,87.41,3.1,20,1,1.5,1,495.9273267766413
G4500830,2018-07-19T07:00:00Z,27.8,93.52,3.6,40,17,0,17,488.70128272298047
G4500830,2018-07-19T08:00:00Z,27.45,90.44,4.22,37.5,28.5,1,28,486.86762263441244
G4500830,2018-07-19T09:00:00Z,27.8,84.23,5.1,30,150.5,16,141.5,474.2592182806939
G4500830,2018-07-19T10:00:00Z,27.2,87.36,4.1,40,160.5,4,158,459.4338123673358
G4500830,2018-07-19T11:00:00Z,27.2,85.76,4.6,35,289.5,27.5,266.5,437.249604946854
G4500830,2018-07-19T12:00:00Z,28.9,75.93,5.1,40,299.5,19.5,281.5,465.77762605574736
G4500830,2018-07-19T13:00:00Z,31.1,66.59,4.1,40,628.5,235.5,400.5,446.3086093754837
G4500830,2018-07-19T14:00:00Z,31.65,64.51,4.6,60,884,642.5,269.5,432.82047493648076
G4500830,2018-07-19T15:00:00Z,32.2,62.42,5.1,50,776.5,537.5,293,451.1960364374041
G4500830,2018-07-19T16:00:00Z,33.3,58.53,3.6,40,681,557.5,244.5,471.5669724301149
G4500830,2018-07-19T17:00:00Z,33.05,60.54,4.1,35,562.5,601,176,477.9284928599882
G4500830,2018-07-19T18:00:00Z,31.7,64.28,4.1,10,374,491.5,142.5,479.4384043880683
G4500830,2018-07-19T19:00:00Z,30.6,68.6,3.1,360,179.5,305.5,94.5,493.33044038116043
G4500830,2018-07-19T20:00:00Z,30,72.54,2.3,200,35,68.5,27.5,520.95544639274965
G4500830,2018-07-19T21:00:00Z,28.9,75.93,1.5,100,0,0,0,515.5501239864407
G4500830,2018-07-19T22:00:00Z,28.3,84.81,2.1,360,0,0,0,502.99646715108406
G4500830,2018-07-19T23:00:00Z,28.3,84.81,1.8,190,0,0,0,501.4730244478747
G4500830,2018-07-20T00:00:00Z,27.8,84.23,1.5,10,0,0,0,494.55299932613906
G4500830,2018-07-20T01:00:00Z,27.8,84.23,1.5,20,0,0,0,494.59311223316433
G4500830,2018-07-20T02:00:00Z,27.5,85.79,2.05,15,0,0,0,491.2072913658229
G4500830,2018-07-20T03:00:00Z,27.2,87.36,2.1,50,0,0,0,486.49663709800706
G4500830,2018-07-20T04:00:00Z,26.7,90.06,2.1,20,0,0,0,477.98708716915456
G4500830,2018-07-20T05:00:00Z,26.7,90.06,2.35,190,0,0,0,479.3681148066859
G4500830,2018-07-20T06:00:00Z,26.7,90.06,2.6,30,1.5,1.5,1.5,479.0205173151217
G4500830,2018-07-20T07:00:00Z,27.2,87.36,2.6,10,53,36.5,47,474.01154264342887
G4500830,2018-07-20T08:00:00Z,27.8,90.14,2.6,40,139.5,89,112.5,459.0516172308185
G4500830,2018-07-20T09:00:00Z,28.9,84.35,3.6,60,286.5,153,202.5,454.0928077697165
G4500830,2018-07-20T10:00:00Z,29.4,76.48,3.1,40,490,297.5,283,431.5529023990872
G4500830,2018-07-20T11:00:00Z,30.8,67.38,3.1,55,733,590.5,238.5,429.35953189216394
G4500830,2018-07-20T12:00:00Z,33.3,49.39,3.6,50,904,822.5,146.5,466.65025413212084
G4500830,2018-07-20T13:00:00Z,33.9,41.16,5.1,50,904.5,645.5,282,479.4757619957923
G4500830,2018-07-20T14:00:00Z,33.9,43.53,4.85,65,922,748,207,479.3650894883395
G4500830,2018-07-20T15:00:00Z,34.4,47.83,4.1,60,832,665.5,236,483.78194099501616
G4500830,2018-07-20T16:00:00Z,35,49.53,3.6,30,716,666,189,498.07857916049136
G4500830,2018-07-20T17:00:00Z,34.7,50.4,3.35,40,555.5,613.5,161.5,506.1284488516833
G4500830,2018-07-20T18:00:00Z,33.9,51.14,3.1,60,348.5,427,148,521.3554584177683
G4500830,2018-07-20T19:00:00Z,32.2,58.27,1.5,40,196.5,424,79,505.3732870804235
G4500830,2018-07-20T20:00:00Z,30.6,66.49,0,63.85,41,128,27.5,519.6553839670304
G4500830,2018-07-20T21:00:00Z,29.4,71.42,0,0,0,0,0,520.8953415292355
G4500830,2018-07-20T22:00:00Z,27.8,81.15,0,0,0,0,0,493.01437724052585
G4500830,2018-07-20T23:00:00Z,27.5,84.25,1.05,340,0,0,0,490.97831181987596
G4500830,2018-07-21T00:00:00Z,27.8,84.23,0,265.38,0,0,0,491.17195576992674
G4500830,2018-07-21T01:00:00Z,27.2,87.36,2.1,40,0,0,0,486.50623144708334
G4500830,2018-07-21T02:00:00Z,27.2,85.76,3.1,60,0,0,0,491.0015936946959
G4500830,2018-07-21T03:00:00Z,26.1,87.26,0,77.69,0,0,0,467.61196057859763
G4500830,2018-07-21T04:00:00Z,25.6,89.98,0,67.69,0,0,0,459.1597822324104
G4500830,2018-07-21T05:00:00Z,25.85,85.71,0.75,350,0,0,0,469.3389997394073
G4500830,2018-07-21T06:00:00Z,26.1,87.26,3.35,350,1,1.5,1,478.10956073135276
G4500830,2018-07-21T07:00:00Z,24.4,96.93,1.5,300,5.5,0,5.5,442.7325953007625
G4500830,2018-07-21T08:00:00Z,24.6,96.64,2.2,225,22,0,22,443.7502855365485
G4500830,2018-07-21T09:00:00Z,26.7,90.06,0,99.23,192,83.5,144.5,432.6264861376425
G4500830,2018-07-21T10:00:00Z,28.9,84.35,2.1,330,527,379.5,260.5,411.273682373973
G4500830,2018-07-21T11:00:00Z,29.45,80.46,2.35,330,806,814,132,394.8019994579152
G4500830,2018-07-21T12:00:00Z,31.1,69.12,3.1,210,834,646,243,423.6390032471344
G4500830,2018-07-21T13:00:00Z,33.3,65.02,3.6,210,744,349.5,407,457.5602238485284
G4500830,2018-07-21T14:00:00Z,33.3,63.05,2.6,230,816,502.5,337,452.0061849721561
G4500830,2018-07-21T15:00:00Z,34.4,61.01,4.1,200,785,580,264.5,476.81119950269976
G4500830,2018-07-21T16:00:00Z,34.4,61.01,6.7,220,683,600.5,207,494.51175868489014
G4500830,2018-07-21T17:00:00Z,34.4,61.01,6.2,220,427,355,205.5,523.9375722556377
G4500830,2018-07-21T18:00:00Z,32.2,74.16,0,200.77,245,194.5,149.5,498.5460298473662
G4500830,2018-07-21T19:00:00Z,31.5,84.59,2.27,183.33,83.5,36,72.5,521.8240751916251
G4500830,2018-07-21T20:00:00Z,29.26,83.15,2.46,44,15.5,2,15.5,512.4102176959788
G4500830,2018-07-21T21:00:00Z,26.95,93.47,1.3,350,0,0,0,476.7686485961537
G4500830,2018-07-21T22:00:00Z,26.7,93.47,3.85,210,0,0,0,480.77506756102275
G4500830,2018-07-21T23:00:00Z,26.7,94.93,2.2,230,0,0,0,474.657970935378
G4500830,2018-07-22T00:00:00Z,26.1,93.44,2.1,260,0,0,0,468.78587047213045
G4500830,2018-07-22T01:00:00Z,25.6,92.83,2.6,250,0,0,0,464.8866213883251
G4500830,2018-07-22T02:00:00Z,25.3,96.42,1.3,250,0,0,0,454.2095073374893
G4500830,2018-07-22T03:00:00Z,24.4,100,2.1,230,0,0,0,442.5534624671272
G4500830,2018-07-22T04:00:00Z,24.4,100,2.1,210,0,0,0,442.4797202082206
G4500830,2018-07-22T05:00:00Z,24.4,100,1.05,210,0,0,0,439.4003952420161
G4500830,2018-07-22T06:00:00Z,25.97,94.21,0,83.85,2,13.5,2.5,457.69492385896615
G4500830,2018-07-22T07:00:00Z,26.1,96.97,2.1,250,87,336,37.5,419.4157236705771
G4500830,2018-07-22T08:00:00Z,27.5,90.66,2.1,275,271.5,609.5,68,403.0489125419175
G4500830,2018-07-22T09:00:00Z,30.6,71.2,1.5,320,473.5,744,84.5,435.37677642615074
G4500830,2018-07-22T10:00:00Z,30.6,73.89,1.5,190,661.5,819,95.5,419.64430469930187
G4500830,2018-07-22T11:00:00Z,31.4,67.2,1.5,190,815.5,862,103,427.2030341830488
G4500830,2018-07-22T12:00:00Z,32.8,58.41,3.6,200,776.5,531.5,291,459.36518196538304
G4500830,2018-07-22T13:00:00Z,33.3,56.74,3.1,140,746.5,407,354,467.2968397159467
G4500830,2018-07-22T14:00:00Z,32.6,62.67,3.27,223.33,246,77.5,171.5,532.5387022150552
G4500830,2018-07-22T15:00:00Z,29.95,87.51,3.6,300,309,47.5,267,463.71769209355153
G4500830,2018-07-22T16:00:00Z,27.2,96.99,1.5,172.86,159,13,148.5,444.39421172524607
G4500830,2018-07-22T17:00:00Z,27.93,92.22,1.87,200,306.5,72,261.5,428.41583860737035
G4500830,2018-07-22T18:00:00Z,28.9,87.51,0,143.64,281.5,222.5,182,437.23912502934945
G4500830,2018-07-22T19:00:00Z,27.8,93.52,0,120.71,145,182.5,94,441.7123341944349
G4500830,2018-07-22T20:00:00Z,27.5,93.51,0,66.67,32,88.5,23.5,463.5012539397657
G4500830,2018-07-22T21:00:00Z,27.2,90.66,1.5,270,0,0,0,482.65560685267235
G4500830,2018-07-22T22:00:00Z,26.7,93.47,0,68.46,0,0,0,468.9909847747135
G4500830,2018-07-22T23:00:00Z,26.15,94.91,0,85.38,0,0,0,461.237406119201
G4500830,2018-07-23T00:00:00Z,25,100,0,222.31,0,0,0,443.4819557851486
G4500830,2018-07-23T01:00:00Z,25,96.34,0,50.77,0,0,0,446.22442374731145
G4500830,2018-07-23T02:00:00Z,24.4,100,2.1,60,0,0,0,441.95799044961495
G4500830,2018-07-23T03:00:00Z,25,96.34,3.1,70,0,0,0,455.3994482967527
